Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,new_tweet
"Nikmat'a ngentot.... Pi gengen yg hoot""",0,1,0,0,0,0,0,0,0,0,0,0,nikmat ngentot pi geng yang hoot
Coba itu yg suka ngatain kpop banci tapi heboh kalo ngomongin drakor mana ? Maap maap aja ya nih mas mba Drakor yg lo pada sering tonton itu beberapa ada yg jadi idol loh',0,1,0,0,0,0,0,0,0,0,0,0,coba itu yang suka memaki korea pop banci tapi heboh kalau membicarakan drama korea mana maap maaf saja ya nih mas mbak drakor yang kamu pada sering tonton itu beberapa ada yang jadi idol lah
USER Kasus hukum si antek sby kpn diperiksa',0,0,0,0,0,0,0,0,0,0,0,0,user kasus hukum sih antek susilo bambang yudhoyono kapan diperiksa
USER USER USER USER USER USER USER agama mana coba.....???,0,0,0,0,0,0,0,0,0,0,0,0,user user user user user user user agama mana coba
Hmm jual kaos ! Pekaes akui partai kekurangan logistik utk Pemilu 2019 ! MOKONDO USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0,hmm jual kaos pekaes akui partai kekurangan logistik untuk pemilu 2019 mokondo user user user user user user user user
USER Habis enak terus disakitin \nDasar cowok brengsek',1,1,1,0,0,0,0,0,1,1,0,0,user habis enak terus disakiti ndasar cowok berengsek
Apalagi yg paling bermasalah dg PKI itu ya Angkatan Darat. Cukup dg menggerakan massa anti-Jokowi dg isu-isu (anti-)agama komunis,1,0,0,1,1,1,0,0,0,0,1,0,apalagi yang paling bermasalah dengan pki itu ya angkatan darat cukup dengan menggerakkan massa anti jokowi dengan isu isu anti agama komunis
"Cegah Radikalisme di Kalangan Pelajar dan Santri, Ulama Pandeglang GelarÂ Seminar",0,0,0,0,0,0,0,0,0,0,0,0,cegah radikalisme di kalangan pelajar dan santri ulama pandeglang gelar seminar
Hinaan dari satu orang saja sudah bisa membuatmu lemah dalam perasaan hina. Apakah engkau selemah itu?',0,0,0,0,0,0,0,0,0,0,0,0,hinaan dari satu orang saja sudah bisa membuatmu lemah dalam perasaan hina apakah engkau selemah itu
"Semua agama itu baik. Saya tidak percaya kalau seseorang itu harus memeluk agama A agar bisa masuk Surga. Mau islam, Kristen, Hindu, Buddha, semua mengajarkan kasih dan kebaikan. Agama ada karena Tuhan mau kita punya hidup yang lurus dan baik. Masuk surg",0,0,0,0,0,0,0,0,0,0,0,0,semua agama itu baik saya tidak percaya kalau seseorang itu harus memeluk agama agar bisa masuk surga mau islam kristen hindu buddha semua mengajarkan kasih dan kebaikan agama ada karena tuhan mau kita punya hidup yang lurus dan baik masuk surga
TGB USER sudah terbukti sebagai Umaro' sekaligus Ulama' dan Nasionalis-Religius.; Nasionalismenya sudah tidak diragukan lgkrn beliau seorang cucu Pahlawan Nasional yg sdh mendedikasikan dirinya utk NKRI ; #TGBUntukIndonesia2019,0,0,0,0,0,0,0,0,0,0,0,0,tgb user sudah terbukti sebagai umaro sekaligus ulama dan nasionalis religius nasionalismenya sudah tidak diragukan lagi karena beliau seorang cucu pahlawan nasional yang sudah mendedikasikan dirinya untuk nkri tgbuntukindonesia2019
Setuju. Musuh kita adlh teroris Budha Myanmar baik para biksu &amp; militer nya. Tp Borobudur adlh warisan leluhur kita URL,1,0,0,1,1,1,0,0,0,0,1,0,setuju musuh kita adalah teroris budha myanmar baik para biksu amp militer nya tp borobudur adalah warisan leluhur kita url
#PopulerB1 #Ekonomi: Jokowi Tetapkan 222 Proyek Strategis Senilai Rp 4.100 T,0,0,0,0,0,0,0,0,0,0,0,0,populerb1 ekonomi jokowi tetapkan 222 proyek strategis senilai rp 4 100
allah itu dekat dan penuh kasih sayang,0,0,0,0,0,0,0,0,0,0,0,0,allah itu dekat dan penuh kasih sayang
USER USER USER USER USER USER USER USER USER Yaa namanya juga kegoblokan akut bang. Diajarin pinter malah makin dongo \xf0\x9f\x98\x81',1,1,1,0,0,0,0,0,1,1,0,0,user user user user user user user user user yaa namanya juga kegoblokan akut bang diajarin pintar malah makin dongok xf0 x9f x98 x81
USER Kenapa ya manusia pd bloon?????',0,1,0,0,0,0,0,0,0,0,0,0,user kenapa ya manusia pada belum
USER USER USER USER USER USER USER Akun komunis,1,0,0,1,0,1,0,0,0,0,1,0,user user user user user user user akun komunis
"USER USER Fahami apa itu politik, bahwa ada politik Islam, ada politik sekukerisme demokrasi, ada politik sosialis komunis.'",0,0,0,0,0,0,0,0,0,0,0,0,user user fahami apa itu politik bahwa ada politik islam ada politik sekulerisme demokrasi ada politik sosialis komunis
USER USER Karena bayk terdoktrin tagar ide PKS \nWalau pendidikan tinggi malah jadi sontoloyo\nKetololan mengalahkan kewarasan\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4',1,1,0,1,0,0,0,0,1,0,1,0,user user karena baik terdoktrin tagar ide pks nwalau pendidikan tinggi malah jadi sontoloyo nketololan mengalahkan kewarasan xf0 x9f x98 xa1 xf0 x9f x98 xa1 xf0 x9f x98 xa1 xf0 x9f x98 xa1 xf0 x9f x98 xa4 xf0 x9f x98 xa4 xf0 x9f x98 xa4
RT USER PKI sudah menyatu dg PDI P bubarkan PDI P !!,1,0,0,1,0,1,0,0,0,0,0,1,  user pki sudah menyatu dengan pdi bubarkan pdi
Kini telah berpindah ke tangan Medco milik Arifin Panigoro yang mengambil alih saham tersebut dengan menggunakan dana pinjaman dari China.',0,0,0,0,0,0,0,0,0,0,0,0,kini telah berpindah ke tangan medco milik arifin panigoro yang mengambil alih saham tersebut dengan menggunakan dana pinjaman dari china
Kampungan sekali pada ga tau Crispy Rendang. Kalo lu kebetulan dapet Lengkoas. Itu lah Crispy Rendang.',0,1,0,0,0,0,0,0,0,0,0,0,kampungan sekali pada tidak tau crispy rendang kalo kamu kebetulan dapat lengkoas itu lah crispy rendang
MS Ka'ban : Tanah Jakarta sekarang sudah 87 persen dikuasai Cina,1,0,0,1,0,1,0,0,0,0,1,0,ms ka ban tanah jakarta sekarang sudah 87 persen dikuasai cina
Ex Koruptor\nNyaleg..?\nApa partai Politik..\nTak berfikir..\nItu bisa menurunkan\nCitra Partai..?\nGeblek amat..',1,1,0,1,0,0,0,0,1,0,1,0,ex koruptor nnyaleg napa partai politik ntak berpikir nitu bisa menurunkan ncitra partai ngeblek amat
Rohingya kok seolah-olah dijadikan alat politik oleh prabowo,1,0,1,0,0,0,0,0,1,1,0,0,rohingya kok seolah olah dijadikan alat politik oleh prabowo
Assalamualaikum Bu Risma tolong warga sya di jalan Kalimas udik 1c dpan rumah jl Kalimas udik 1b/1 minta bantuan dari Bu risma. Warga sya rumahnya roboh kshan Bu Risma warga sya gak Punya tempat tinggal rumahnya roboh.',0,0,0,0,0,0,0,0,0,0,0,0,assalamualaikum bu risma tolong warga saya di jalan kalimas udik 1c depan rumah jalan kalimas udik 1b 1 meminta bantuan dari bu risma warga saya rumahnya roboh kasihan bu risma warga saya tidak punya tempat tinggal rumahnya roboh
"USER USER kntl, mas2 smule'",0,1,0,0,0,0,0,0,0,0,0,0,user user kontol mas mas smule
Ahok si penghina Al - Qur'an dan Ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar https:\/\/t.co\/bTkCeTNk0g,1,1,1,0,1,0,0,0,0,1,0,0,ahok sih penghina al qur an dan ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar hypertext transfer protocol over secure socket layer co btkcetnk0g
USER Alhamdulillah gub gagal &amp; bobrok sdh diganti gubernur muslim yg jauh lebih baik. Insyaalloh #2019GantiPresiden ?; Jangan pernah lelah berjuang. Niatkan sbg ibadah dan nikmati perjuangan melawan pemimpin dholim,1,1,1,0,0,0,0,0,1,1,0,0,user alhamdulillah gubernur gagal amp bobrok sudah diganti gubernur muslim yang jauh lebih baik insyaalloh 2019gantipresiden jangan pernah lelah berjuang niatkan sebagai ibadah dan nikmati perjuangan melawan pemimpin zalim
"Fahri Hamzah : â??Tugas Presiden Adalah Berkata Benar, Tidak Menipu dan Realisasikan Janjinyaâ??",0,0,0,0,0,0,0,0,0,0,0,0,fahri hamzah tugas presiden adalah berkata benar tidak menipu dan realisasikan janjinya
USER USER USER Lo bilang otak gue belatung bersarang?? Ahhh! Ehhh banci!! Bukannya itu isi otak dan hati lo.. isinya belatung bangke karena kebencian akut lo!! \xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae',1,1,1,0,0,0,0,1,0,1,0,0,user user user lo bilang otak saya belatung bersarang ahhh ehhh banci bukannya itu isi otak dan hati kamu isinya belatung bangkai karena kebencian akut kamu xf0 x9f xa4 xae xf0 x9f xa4 xae xf0 x9f xa4 xae xf0 x9f xa4 xae
RT USER: Salah satu ciri orang munafik bila berjanji dia dusta kayak jokowi URL,1,0,1,0,0,0,0,0,1,1,0,0,  user salah satu ciri orang munafik bila berjanji dia dusta kayak jokowi url
USER Emang p3 masih punya penumpang ya? ; #2019GantiPresiden,1,0,0,1,0,0,0,0,1,0,1,0,user emang partai persatuan pembangunan masih punya penumpang ya 2019gantipresiden
"USER Jablay sama fwb beda setauku. Jablay sekali pakai(?)\nFwb bisa kapanpun dimanapun(?) and not all about sex thing, duh.'",0,0,0,0,0,0,0,0,0,0,0,0,user jablay sama friends with benefit beda sepengetahuanku jablay sekali pakai nfwb bisa kapanpun dimanapun and not all about sex thing aduh
"RT USER: Dari dulu USER &amp; USER sering langgar aturan UU, lu pade MINGKEM kek BANGKE!\n\nBegitu USER &amp; USER\xe2\x80\xa6'",1,1,0,1,0,0,0,0,1,0,1,0,  user dari dulu user amp user sering langgar aturan uu kamu pakde mingkem kayak bangke nbegitu user amp user xe2 x80 xa6
Ulang lagi Reformasi 98 jilid 2 USER Turunkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,ulang lagi reformasi 98 jilid 2 user turunkan jokowi
USER USER Rezim baru \xf0\x9f\x98\x82 Rumor2 deal',0,0,0,0,0,0,0,0,0,0,0,0,user user rezim baru xf0 x9f x98 x82 rumor2 deal
SA-7.952. AKUNTANSI INTERMEDIATE. SMI...,0,0,0,0,0,0,0,0,0,0,0,0,sa 7 952 akuntansi intermediate smi
USER USER Salah ortunya dunk kak kenapa mereka kampret kalo mereka bukan kampret ga mungkin menetas kampret \xf0\x9f\x98\x85',1,1,0,1,0,0,0,0,1,0,1,0,user user salah orang tuanya dong kak kenapa mereka kampret kalau mereka bukan kampret tidak mungkin menetas kampret xf0 x9f x98 x85
RT USER USER USER ini Makhluk Tuhan paling nyinyir,1,0,1,0,0,0,0,0,1,1,0,0,  user user user ini makhluk tuhan paling nyinyir
USER USER USER USER USER USER USER USER USER Yang ga setuju pasti pendukung anti rejim skrg.. \nDan yang lo sebutin itu yg lo lakuin',1,0,0,1,0,0,0,0,1,0,1,0,user user user user user user user user user yang tidak setuju pasti pendukung anti rejim sekarang ndan yang kamu sebutkan itu yang kamu lakukan
USER USER USER USER USER USER USER USER USER USER USER PKS = Paguyuban Kampret Sarap \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\xa2',1,1,0,1,0,0,0,0,1,0,1,0,user user user user user user user user user user user pks paguyuban kampret sarap xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f x98 xa2
USER percaya mah sm tuhan jgn sm gue tar dikata musyrik wkwk,0,0,0,0,0,0,0,0,0,0,0,0,user percaya adalah sama tuhan jangan sama saya tar dikata musyrik wkwk
USER USER Kebanyakan minum air kencing onta atau air minum dari suling tinja. makanya otaknya error. Stress',1,1,1,0,0,0,0,0,1,1,0,0,user user kebanyakan minum air kencing onta atau air minum dari suling tinja makanya otaknya error stress
"USER kesian, yg ada tu sarapan bkn sarap tauu'",0,0,0,0,0,0,0,0,0,0,0,0,user kasihan yang ada itu sarapan bukan sarap tau
"Kalau guna bahasa cina pon, letak la sekali kandungan teks dalam bahasa melayu bawah dia. \n""Jangan bagi tahu aku google translate kan ada, translate la sendiri.""'",0,0,0,0,0,0,0,0,0,0,0,0,kalau guna bahasa cina pon letak lah sekali kandungan teks dalam bahasa melayu bawah dia jangan bagi tahu aku google translate kan ada translate lah sendiri
"Kata para pki biadab agama itu candu masyarakat \xf0\x9f\x98\xaa tapi kalau agama itu digunakan untuk melawan feodalisme &amp; kapitalisme baru agama itu benar. Hei bajingan, begitu rendahkah kalian menganggap orang yg beragama? ingin menjadikan kami ala",1,1,0,1,1,1,0,0,0,0,1,0,kata para partai komunis indonesia biadab agama itu candu masyarakat xf0 x9f x98 xaa tapi kalau agama itu digunakan untuk melawan feodalisme amp kapitalisme baru agama itu benar hei bajingan begitu rendahkah kalian menganggap orang yang beragama ingin menjadikan kami ala
USER USER Mampus #MTVLAFANEXOL #MTVLAKPOPEXO #MTVLADANCEKOKOBOP USER',1,1,0,1,0,0,0,0,1,0,1,0,user user mampus mtvlafanexol mtvlakpopexo mtvladancekokobop user
RT USER: Pengantin Baru Kesakitan Saat Ngentot\n\nURL,0,1,0,0,0,0,0,0,0,0,0,0,  user pengantin baru kesakitan saat ngentot nurl
Cara paling rasional dan realistis dalam menilai kepemimpinan Presiden Jokowi adalah: sejauh mana dia telah membawa perbaikan dalam berbagai aspek pembangunan dan kesejahteraan masyarakat dibandingkan dengan sebelumnya. Jika cukup banyak maka sangat layak,0,0,0,0,0,0,0,0,0,0,0,0,cara paling rasional dan realistis dalam menilai kepemimpinan presiden jokowi adalah sejauh mana dia telah membawa perbaikan dalam berbagai aspek pembangunan dan kesejahteraan masyarakat dibandingkan dengan sebelumnya jika cukup banyak maka sangat layak
"Dah adzan subuh ni, sholat yuk. \nYg kristen sate yuk'",0,0,0,0,0,0,0,0,0,0,0,0,dah azan subuh nih salat yuk nyg kristen sate yuk
RT USER PAK SMP NE BAPAK DULU SKR DIPUKILI OLEH JOKO KRISTANTO.,1,0,1,0,0,0,0,0,1,1,0,0,  user pak smp ne bapak dulu skr dipukili oleh joko kristanto
#MataNajwaDebatJakarta topeng anda hari ini fix terbuka USER .. anda sama dgn yg mendukung anda.. BAU BUSUK,1,1,1,0,0,0,0,0,1,1,0,0,matanajwadebatjakarta topeng anda hari ini fix terbuka user anda sama dengan yang mendukung anda bau busuk
"USER sebenarnya lewat semua agama bisa, banyak jalan disana Hindu dengan yoga nya (hening) , islam dg jalan tarekatnya",0,0,0,0,0,0,0,0,0,0,0,0,user sebenarnya lewat semua agama bisa banyak jalan di sana hindu dengan yoga nya hening islam dengan jalan tarekatnya
USER potong gaji dan fasilitas DPR aja yg 500an orang itu',0,0,0,0,0,0,0,0,0,0,0,0,user potong gaji dan fasilitas dpr saja yang lima ratusan orang itu
USER Wkwkkwkw ditutupin sama taplak meja juga ay biar gak ketauan\xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0,user wkwkkwkw ditutupi sama taplak meja juga say biar tidak ketahuan xf0 x9f x98 x82
KAN!!! SEKARANG DIA IKUT AUTIS KETAWA2 SENDIRI BACAIN MENTIONAN TWEET2.',0,0,0,0,0,0,0,0,0,0,0,0,kan sekarang dia ikut autis ketawa2 sendiri bacain mentionan tweet2
mau konsisten marah ga bisa akutu. dikasih video burung onta kepleset udah bahagia lg idupku',0,0,0,0,0,0,0,0,0,0,0,0,mau konsisten marah tidak bisa aku itu dikasih video burung onta kepleset sudah bahagia lagi hidupku
"USER kalau sudah masuk lingkaran MLM, sulit lepas. upline jadi komisaris downline yg rugi; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #Pl",1,1,0,1,0,0,0,0,1,0,1,0,user kalau sudah masuk lingkaran mlm sulit lepas upline jadi komisaris downline yang rugi keahlian cebong hanya 1 tukang tipu cebong adalah begitu goblok enggak ketulungan plonga plongo mengakibatkan optimisme berlebihan 2019gantipresiden pl
USER USER Bocah pake baju item bangsad sekali tanpa ada rasa bersalah\xf0\x9f\x98\xb6',1,1,1,0,0,0,0,0,1,1,0,0,user user bocah pakai baju hitam bangsat sekali tanpa ada rasa bersalah xf0 x9f x98 xb6
"RT USER: tapi twit begini asik lo, kita jadi tau yang mana akun-akun pro-penista agama, akun-akun buzzer yang kerjanya menghujat :)",1,0,0,1,0,0,0,0,1,0,1,0,  user tapi twit begini asyik kamu kita jadi tau yang mana akun akun pro penista agama akun akun buzzer yang kerjanya menghujat
Warbiasak presiden USER ð???ð???,0,0,0,0,0,0,0,0,0,0,0,0,warbiasak presiden user
Ramai yg mencerca sokongan USER terhadap hak asasi golongan LGBT. Sekurang-kurangnya beliau konsisten memperjuangkan hak asasi. Terbaru beliau telah bersuara mempertahankan 11 tahanan Muslim Uighur yang diancam untuk dihantar pulang ke negara Komunis,0,0,0,0,0,0,0,0,0,0,0,0,ramai yang mencerca sokongan user terhadap hak asasi golongan lgbt sekurang kurangnya beliau konsisten memperjuangkan hak asasi terbaru beliau telah bersuara mempertahankan 11 tahanan muslim uighur yang diancam untuk dihantar pulang ke negara komunis
"USER Kenapa peta Indonesia di tempatkan di posisi yg bs terbelah? ; Karena mrk-lah kaum pemecah belah persatuan dan keharmonisan yg selama terjalin. ; ; #2019GantiPresiden yg bisa mempersatukan semua, bkn yg merangkul sebelah tangan, memukul dgn",1,0,0,1,0,0,0,0,1,0,1,0,user kenapa peta indonesia di tempatkan di posisi yang bisa terbelah karena mereka lah kaum pemecah belah persatuan dan keharmonisan yang selama terjalin 2019gantipresiden yang bisa mempersatukan semua bukan yang merangkul sebelah tangan memukul dengan
USER USER Pemandangan yg gak asing lagi \nApa lagi yg jualan',0,0,0,0,0,0,0,0,0,0,0,0,user user pemandangan yang tidak asing lagi napa lagi yang jualan
RT USER kelihatan bodohnya wkwkwkwkkkk yg nulis ada prabowo digambar. goreng isu G30SPKI,1,0,1,0,0,0,0,0,1,1,0,0,  user kelihatan bodohnya wkwkwkwkkkk yang menulis ada prabowo digambar goreng isu g30spki
USER Edan ini quote berbobot bwangeeeeeeuuut....',0,1,0,0,0,0,0,0,0,0,0,0,user edan ini kutipan berbobot bwangeeeeeeuuut
USER USER USER USER USER itu BENCONG hasil selingkuhan maknya p3r3k gerwani dgn kuda wowok... lahir lah si onta bencong akun abal2..... ngeooaahahahaaaaa \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x92\xa6\xf,1,1,1,0,0,0,0,1,0,1,0,0,user user user user user itu bencong hasil selingkuhan maknya perek gerwani dengan kuda prabowo lahir lah sih onta bencong akun abal abal ngeooaahahahaaaaa xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f x92 xa6 xf
Retweet USER; Program Jokowi bagi-bagi sertifikat mengangkat ekonomi rakyat.. rakyat juga merasa lebih tenang kok dengan adanya #sertifikatanahJKW,0,0,0,0,0,0,0,0,0,0,0,0,retweet user program jokowi bagi bagi sertifikat mengangkat ekonomi rakyat rakyat juga merasa lebih tenang kok dengan adanya sertifikatanahjkw
"USER Dan Alhamdulillah presiden kita byak kasih contoh k kami bagaimana bekerja keras tanpa kenal lelah n tanpa byak mengeluh, sll optimis membangun negeri....love u presidenku",0,0,0,0,0,0,0,0,0,0,0,0,user dan alhamdulillah presiden kita banyak kasih contoh kami bagaimana bekerja keras tanpa kenal lelah tanpa banyak mengeluh selalu optimis membangun negeri love presidenku
"Kintamani adlh anjing ras Indonesia yg diakui PERKIN, tapi blm diakui F\xc3\xa9d\xc3\xa9ration Cynologique Internationale (FCI) sbg anjing ras dunia.'",0,0,0,0,0,0,0,0,0,0,0,0,kintamani adalah anjing ras indonesia yang diakui perkin tapi belum diakui xc3 xa9d xc3 xa9ration cynologique internationale fci sebagai anjing ras dunia
Djarot: Tidak Ada â??PotongÂ Atasâ??,0,0,0,0,0,0,0,0,0,0,0,0,djarot tidak ada potong atas
"udik, itu gue kl abis minum soda langsung sakit tenggorokan \xf0\x9f\x98\x85. dikira sih kemarin karna paketan minumnya soda kan ya, meski lemon katanya. langsung kayak pilek dan sakit tenggorokan dr bangun tidur \xf0\x9f\x98\x81. minum es es esan jg gt terutama yg gulanya campuran, sensitif \xf0\x9f\x98\xa5'",0,1,0,0,0,0,0,0,0,0,0,0,udik itu saya kalau habis minum soda langsung sakit tenggorokan xf0 x9f x98 x85 dikira sih kemarin karena paketan minumnya soda kan ya meski lemon katanya langsung kayak pilek dan sakit tenggorokan dari bangun tidur xf0 x9f x98 x81 minum es es kesan juga begitu terutama yang gulanya campuran sensitif xf0 x9f x98 xa5
USER Cuma pinter bacot ya lawan nya bu Sri..? \xf0\x9f\x98\x81',1,1,1,0,0,0,0,0,1,1,0,0,user cuma pintar bacot ya lawan nya bu sri xf0 x9f x98 x81
"Kami Bangsa Indonesia, Suku Batak Toba, dan kami akan melestarikan Budaya kami Batak Toba.; ; Cerita anak rumahbelajarsianjurmulamula",0,0,0,0,0,0,0,0,0,0,0,0,kami bangsa indonesia suku batak toba dan kami akan melestarikan budaya kami batak toba cerita anak rumah belajar si anjur mula mula
"3. Dilihat dari jadwalmu padat sekali ya, bagaimana caramu mengatur waktu? USER #KUchat",0,0,0,0,0,0,0,0,0,0,0,0,3 dilihat dari jadwalmu padat sekali ya bagaimana caramu mengatur waktu user kuchat
USER Siapa yg jablay....',0,1,0,0,0,0,0,0,0,0,0,0,user siapa yang jablay
USER haha boca agama lucu. Baru bangkit dr abad pertama barangkali goblok fuck',1,1,1,0,0,0,0,0,1,1,0,0,user haha boca agama lucu baru bangkit dari abad pertama barangkali goblok fuck
"Rusia-Kroasia. Indonesia-Rusia sewajarnya. Hindari salah paham negara2 anti komunis sprt AS. Peduli kemanusiaan harus. Tidak cm Rusia tapi smua tanpa kaitkan agama. Kemerosotan moral sebabkan keserakahan memicu perang, Orang yg tdk hentikannya tdk pantas",0,0,0,0,0,0,0,0,0,0,0,0,rusia kroasia indonesia rusia sewajarnya hindari salah paham negara negara anti komunis seperti as peduli kemanusiaan harus tidak cuma rusia tapi semua tanpa kaitkan agama kemerosotan moral sebabkan keserakahan memicu perang orang yang tidak hentikannya tidak pantas
"USER USER Itu tak sepenuhnya betul. Soal jilbab dan baju koko, setahu saya yang kristen,katolik,hindu,budha,konghucu tak diwajibkan pakai jilbab. Perihal baju koko,modelnya putih memang khas baju takwa. Kalo di sekolah kami dibedakan ""pad",0,0,0,0,0,0,0,0,0,0,0,0,user user itu tak sepenuhnya betul soal jilbab dan baju koko setahu saya yang kristen katolik hindu buddha konghucu tak diwajibkan pakai jilbab perihal baju koko modelnya putih memang khas baju takwa kalo di sekolah kami dibedakan pad
Ketua DPR Dorong Inspirasi Kreatif Pemerintah Sesuai Budaya Pancasila,0,0,0,0,0,0,0,0,0,0,0,0,ketua dpr dorong inspirasi kreatif pemerintah sesuai budaya pancasila
"USER Sama aku jugaa.. Aku malah gak seberapa sih, adekku yang lebih sipit wkwkw'",0,0,0,0,0,0,0,0,0,0,0,0,user sama aku juga aku malah tidak seberapa sih adikku yang lebih sipit wkwk
USER USER Cebong mah di otakny ngeres mulu. Hny seputaran coli',1,1,0,1,0,0,0,0,1,0,1,0,user user cebong adalah di otaknya ngeres mulu hny seputaran coli
#KTZ909; ; ð???;â??; á?¦ Bicaralah dengan para pemimpin agama atau seorang exorcist yang bisa melakukan exorcism.,0,0,0,0,0,0,0,0,0,0,0,0,ktz909 bicaralah dengan para pemimpin agama atau seorang eksorsisme yang bisa melakukan eksorsisme
Kami mencalonkan bapak USER sebagai presiden RI di 2019; Dan kami siap bekerja di akar rumput; Untuk memenangkan bapak USER sebagai presiden RI di 2019,0,0,0,0,0,0,0,0,0,0,0,0,kami mencalonkan bapak user sebagai presiden ri di 2019 dan kami siap bekerja di akar rumput untuk memenangkan bapak user sebagai presiden ri di 2019
USER Hati 2:\n1. Yang minta anak itu diproses hukum secara tidak langsung membela jkw... Memang itu tujuannya. Mencari empati. 2. Ini video kedua penghina presiden. 3. Pribumi memang warga kelas dua. 4. Penyebar videonya sedang diburu polisi. 5. Dsb,0,0,0,0,0,0,0,0,0,0,0,0,user hati 2 n1 yang meminta anak itu diproses hukum secara tidak langsung membela jokowi memang itu tujuannya mencari empati 2 ini video kedua penghina presiden 3 pribumi memang warga kelas dua 4 penyebar videonya sedang diburu polisi 5 dsb
"Ada Truk Pasir Terbalik, Tol JORR Pasar Minggu ke Kp Rambutan Macet",0,0,0,0,0,0,0,0,0,0,0,0,ada truk pasir terbalik tol jorr pasar minggu ke kp rambutan macet
Setelah nonton Disobedience aku jadi penasaran kenapa wanita Yahudi Orthodox pada pake wig',0,0,0,0,0,0,0,0,0,0,0,0,setelah menonton disobedience aku jadi penasaran kenapa wanita yahudi orthodox pada pakai wig
"ð???ð??¥Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018",0,0,0,0,0,0,0,0,0,0,0,0,warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 21 4 sebabaduy2018
USER Kl komunis sdh tdk laku dimana2. Isu ini cuma jualan antek orba saja dan para pendukung penerapan negara islam/khilafah,1,0,0,1,1,0,0,0,0,0,1,0,user kl komunis sudah tidak laku dimana mana isu ini cuma jualan antek orde baru saja dan para pendukung penerapan negara islam khilafah
Prabowo wajar bicara rohinya karna dia kan bukan presiden jadi seenaknya saja dong.,1,0,1,0,0,0,0,0,1,1,0,0,prabowo wajar bicara rohingya karena dia kan bukan presiden jadi seenaknya saja dong
"org yg kayak tai itu adalah ketika dia yg membuat kesalahan, tetapi org lain yg hrus minta maaf.'",0,1,0,0,0,0,0,0,0,0,0,0,orang yang kayak tai itu adalah ketika dia yang membuat kesalahan tetapi orang lain yang harus meminta maaf
Nyadar idup belum bener ngurusin orang lain bahaha sampah abis !',0,1,0,0,0,0,0,0,0,0,0,0,nyadar hidup belum benar mengurus orang lain haha sampah habis
"Presiden, pada Peringatan Harlah ke-58 PMII, di Gedung Sabuga, Bandung, Selasa (17/4), minta semua calon pemimpin untuk memiliki optimisme tahan uji, tahan uji, tahan banting &amp; slalu tawakal, berserah diri kepada Allah dengan tetap berusaha dan berikht",0,0,0,0,0,0,0,0,0,0,0,0,presiden pada peringatan harlah ke 58 pmii di gedung sabuga bandung selasa 17 4 meminta semua calon pemimpin untuk memiliki optimisme tahan uji tahan uji tahan banting amp selalu tawakal berserah diri kepada allah dengan tetap berusaha dan berikut
"[Fakta Ve]Ve dulu punya anjing, namanya juno dan bruno. Tapi sekarang karena udah besar, jadi anjingnya dipindahin ke rumah kakeknya.'",0,0,0,0,0,0,0,0,0,0,0,0,fakta ve ve dulu punya anjing namanya juno dan bruno tapi sekarang karena sudah besar jadi anjingnya dipindahkan ke rumah kakeknya
"Diduga Masalah Ekonomi, Seorang Guru SD Nekat Gantung Diri: KBRN, Semarangâ?¦",0,0,0,0,0,0,0,0,0,0,0,0,diduga masalah ekonomi seorang guru sd nekat gantung diri kbrn semarang
USER USER USER Menemukan jalan yg benar diorganisasi yg diharamkan seperti babi dan dilarang seperti PKI? \n\xf0\x9f\x98\x81',0,0,0,0,0,0,0,0,0,0,0,0,user user user menemukan jalan yang benar di organisasi yang diharamkan seperti babi dan dilarang seperti pki xf0 x9f x98 x81
Bu silvi anti pns level rendah katanya #DebatFinalPilkadaJKT,1,0,1,0,0,0,0,0,1,1,0,0,bu silvy anti pegawai negeri sipil level rendah katanya debatfinalpilkadajkt
